match_id,set_number
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,1
620,1
621,1
622,1
623,1
624,1
625,1
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,1
646,1
647,1
648,1
649,1
650,1
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,1
673,1
674,1
675,1
676,1
677,1
678,1
679,1
680,1
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,1
689,1
690,1
691,1
692,1
693,1
694,1
695,1
696,1
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,1
705,1
706,1
707,1
708,1
709,1
710,1
711,1
712,1
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,1
722,1
723,1
724,1
725,1
726,1
727,1
728,1
729,1
730,1
731,1
732,1
733,1
734,1
735,1
736,1
737,1
738,1
739,1
740,1
741,1
742,1
743,1
744,1
745,1
746,1
747,1
748,1
862,1
862,2
863,1
863,2
864,1
864,2
864,3
865,1
865,2
866,1
866,2
867,1
867,2
868,1
868,2
869,1
869,2
870,1
870,2
871,1
871,2
872,1
872,2
873,1
873,2
873,3
874,1
874,2
875,1
875,2
876,1
876,2
877,1
877,2
878,1
878,2
879,1
879,2
880,1
880,2
881,1
881,2
882,1
882,2
882,3
883,1
883,2
883,3
884,1
884,2
885,1
885,2
886,1
886,2
887,1
887,2
888,1
888,2
889,1
889,2
890,1
890,2
890,3
891,1
891,2
891,3
892,1
892,2
892,3
893,1
893,2
894,1
894,2
894,3
895,1
895,2
896,1
896,2
897,1
897,2
898,1
898,2
899,1
899,2
900,1
900,2
901,1
901,2
902,1
902,2
902,3
903,1
903,2
903,3
904,1
904,2
905,1
905,2
906,1
906,2
907,1
907,2
907,3
908,1
908,2
908,3
909,1
909,2
910,1
910,2
911,1
911,2
912,1
912,2
913,1
913,2
914,1
914,2
914,3
915,1
915,2
915,3
916,1
916,2
916,3
917,1
917,2
918,1
918,2
919,1
919,2
920,1
920,2
921,1
921,2
922,1
922,2
923,1
923,2
923,3
924,1
924,2
925,1
925,2
926,1
926,2
927,1
927,2
927,3
928,1
928,2
928,3
929,1
929,2
929,3
930,1
930,2
931,1
931,2
932,1
932,2
932,3
933,1
933,2
934,1
934,2
935,1
935,2
935,3
936,1
936,2
936,3
937,1
937,2
938,1
938,2
938,3
939,1
939,2
939,3
940,1
940,2
940,3
941,1
941,2
942,1
942,2
942,3
943,1
943,2
943,3
944,1
944,2
945,1
945,2
946,1
946,2
947,1
947,2
947,3
948,1
948,2
949,1
949,2
950,1
950,2
951,1
951,2
952,1
952,2
952,3
953,1
953,2
954,1
954,2
955,1
955,2
956,1
956,2
957,1
957,2
957,3
958,1
958,2
958,3
959,1
959,2
960,1
960,2
961,1
961,2
962,1
962,2
963,1
963,2
964,1
964,2
964,3
965,1
965,2
966,1
966,2
966,3
967,1
967,2
967,3
968,1
968,2
969,1
969,2
970,1
970,2
971,1
971,2
971,3
972,1
972,2
973,1
973,2
973,3
980,1
974,1
974,2
975,1
975,2
976,1
976,2
977,1
977,2
977,3
978,1
978,2
979,1
979,2
981,1
981,2
981,3
982,1
982,2
983,1
983,2
983,3
984,1
984,2
985,1
985,2
985,3
986,1
986,2
986,3
987,1
987,2
987,3
988,1
988,2
988,3
989,1
989,2
990,1
990,2
991,1
991,2
991,3
992,1
992,2
993,1
993,2
994,1
994,2
995,1
995,2
996,1
996,2
997,1
997,2
998,1
998,2
999,1
999,2
1000,1
1000,2
1000,3
1001,1
1001,2
1001,3
1002,1
1002,2
1003,1
1003,2
1004,1
1004,2
1004,3
1005,1
1005,2
1005,3
1006,1
1006,2
1007,1
1007,2
1007,3
1008,1
1008,2
1009,1
1009,2
1010,1
1010,2
1011,1
1011,2
1011,3
1012,1
1012,2
1012,3
1013,1
1013,2
1014,1
1014,2
1015,1
1015,2
1016,1
1016,2
1016,3
1017,1
1017,2
1018,1
1018,2
1019,1
1019,2
1019,3
1020,1
1020,2
1021,1
1021,2
1022,1
1022,2
1022,3
1023,1
1023,2
1024,1
1024,2
1025,1
1025,2
1025,3
1026,1
1026,2
1027,1
1027,2
1027,3
1028,1
1028,2
1028,3
1029,1
1029,2
1030,1
1030,2
1031,1
1031,2
1032,1
1032,2
1033,1
1033,2
1034,1
1034,2
1035,1
1035,2
1035,3
1036,1
1036,2
1036,3
1037,1
1037,2
1038,1
1038,2
1039,1
1039,2
1039,3
1040,1
1040,2
1040,3
1041,1
1041,2
1041,3
1042,1
1042,2
1042,3
1043,1
1043,2
1043,3
1044,1
1044,2
1044,3
1045,1
1045,2
1046,1
1046,2
1047,1
1047,2
1048,1
1048,2
1048,3
1049,1
1049,2
1049,3
1050,1
1050,2
1050,3
1051,1
1051,2
1052,1
1052,2
1053,1
1053,2
1054,1
1054,2
1054,3
1055,1
1055,2
1055,3
1056,1
1056,2
1057,1
1057,2
1058,1
1058,2
1058,3
1059,1
1059,2
1060,1
1060,2
1061,1
1061,2
1062,1
1062,2
1062,3
1063,1
1063,2
1064,1
1064,2
1064,3
1065,1
1065,2
1065,3
1066,1
1066,2
1067,1
1067,2
1068,1
1068,2
1069,1
1069,2
1070,1
1070,2
1071,1
1071,2
1072,1
1072,2
1073,1
1073,2
1074,1
1074,2
1074,3
1075,1
1075,2
1075,3
1076,1
1076,2
1077,1
1077,2
1077,3
1078,1
1078,2
1078,3
1079,1
1079,2
1079,3
1080,1
1080,2
1081,1
1081,2
1082,1
1082,2
1082,3
1083,1
1083,2
1083,3
1084,1
1084,2
1084,3
1085,1
1085,2
1086,1
1086,2
1086,3
1087,1
1087,2
1088,1
1088,2
1089,1
1089,2
1089,3
1090,1
1090,2
1091,1
1091,2
1092,1
1092,2
1092,3
1093,1
1093,2
1093,3
1094,1
1094,2
1095,1
1095,2
1095,3
1096,1
1096,2
1096,3
1097,1
1097,2
1097,3
1098,1
1098,2
1099,1
1099,2
1100,1
1100,2
1100,3
1101,1
1101,2
1101,3
1102,1
1102,2
1103,1
1103,2
1104,1
1104,2
1104,3
1105,1
1105,2
1106,1
1106,2
1107,1
1107,2
1107,3
1108,1
1108,2
1109,1
1109,2
1110,1
1110,2
1110,3
1111,1
1111,2
1111,3
1112,1
1112,2
1112,3
1113,1
1113,2
1113,3
1114,1
1114,2
1114,3
1115,1
1115,2
1116,1
1116,2
1116,3
1117,1
1117,2
1118,1
1118,2
1119,1
1119,2
1120,1
1120,2
1120,3
1121,1
1121,2
1122,1
1122,2
1123,1
1123,2
1124,1
1124,2
1124,3
1125,1
1125,2
1125,3
1126,1
1126,2
1127,1
1127,2
1127,3
1128,1
1128,2
1128,3
1129,1
1129,2
1130,1
1130,2
1130,3
1131,1
1131,2
1132,1
1132,2
1133,1
1133,2
1133,3
1134,1
1134,2
1134,3
1135,1
1135,2
1136,1
1136,2
1136,3
1137,1
1137,2
1138,1
1138,2
1139,1
1139,2
1140,1
1140,2
1140,3
1141,1
1141,2
1141,3
1142,1
1142,2
1142,3
1143,1
1143,2
1144,1
1144,2
1145,1
1145,2
1145,3
1146,1
1146,2
1147,1
1147,2
1148,1
1148,2
1148,3
1149,1
1149,2
1149,3
1150,1
1150,2
1150,3
1151,1
1151,2
1151,3
1152,1
1152,2
1152,3
1153,1
1153,2
1154,1
1154,2
1155,1
1155,2
1156,1
1156,2
1157,1
1157,2
1158,1
1158,2
1158,3
1159,1
1159,2
1160,1
1160,2
1160,3
1161,1
1161,2
1161,3
1162,1
1162,2
1163,1
1163,2
1164,1
1164,2
1164,3
1165,1
1165,2
1165,3
1166,1
1166,2
1167,1
1167,2
1168,1
1168,2
1168,3
1169,1
1169,2
1170,1
1170,2
1171,1
1171,2
1172,1
1172,2
1172,3
1173,1
1173,2
1174,1
1174,2
1175,1
1175,2
1176,1
1176,2
1176,3
1177,1
1177,2
1178,1
1178,2
1178,3
1179,1
1179,2
1180,1
1180,2
1181,1
1181,2
1181,3
1182,1
1182,2
1183,1
1183,2
1184,1
1184,2
1184,3
1185,1
1185,2
1186,1
1186,2
1187,1
1187,2
1188,1
1188,2
1188,3
1189,1
1189,2
1189,3
1190,1
1190,2
1190,3
1191,1
1191,2
1191,3
1192,1
1192,2
1193,1
1193,2
1194,1
1194,2
1195,1
1195,2
1196,1
1196,2
1197,1
1197,2
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,1
1205,1
1206,1
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1216,1
1217,1
1218,1
1219,1
1220,1
1221,1
1222,1
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
1229,1
1230,1
1231,1
1232,1
1233,1
1234,1
1235,1
1236,1
1237,1
1238,1
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,1
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1252,1
1253,1
1254,1
1255,1
1256,1
1257,1
1258,1
1259,1
1260,1
1261,1
1262,1
1263,1
1264,1
1265,1
1266,1
1267,1
1268,1
1269,1
1270,1
1271,1
1272,1
1273,1
1274,1
1275,1
1276,1
1277,1
1278,1
1279,1
1280,1
1281,1
1282,1
1283,1
1284,1
1285,1
1286,1
1287,1
1288,1
1289,1
1290,1
1291,1
1292,1
1293,1
1294,1
1295,1
1296,1
1297,1
1298,1
1299,1
1300,1
1301,1
1302,1
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,1
1314,1
1315,1
1316,1
1317,1
1430,1
1430,2
1431,1
1431,2
1432,1
1432,2
1433,1
1433,2
1434,1
1434,2
1435,1
1435,2
1436,1
1436,2
1437,1
1437,2
1438,1
1438,2
1439,1
1439,2
1440,1
1440,2
1441,1
1441,2
1442,1
1442,2
1443,1
1443,2
1444,1
1444,2
1445,1
1445,2
1446,1
1446,2
1447,1
1447,2
1448,1
1448,2
1449,1
1449,2
1450,1
1450,2
1451,1
1451,2
1452,1
1452,2
1453,1
1453,2
1454,1
1454,2
1455,1
1455,2
1456,1
1456,2
1457,1
1457,2
1458,1
1458,2
1459,1
1459,2
1460,1
1461,1
1461,2
1462,1
1462,2
1463,1
1463,2
1464,1
1464,2
1465,1
1466,1
1466,2
1467,1
1467,2
1468,1
1468,2
1469,1
1470,1
1470,2
1471,1
1471,2
1472,1
1472,2
1473,1
1474,1
1474,2
1475,1
1475,2
1476,1
1476,2
1477,1
1478,1
1479,1
1479,2
1480,1
1480,2
1481,1
1481,2
1482,1
1483,1
1483,2
1484,1
1484,2
1485,1
1485,2
1486,1
1543,1
1543,2
1544,1
1544,2
1545,1
1545,2
1546,1
1546,2
1547,1
1547,2
1548,1
1548,2
1549,1
1549,2
1550,1
1550,2
1551,1
1551,2
1552,1
1552,2
1553,1
1553,2
1554,1
1554,2
1555,1
1555,2
1556,1
1556,2
1557,1
1557,2
1558,1
1558,2
1559,1
1559,2
1560,1
1560,2
1561,1
1561,2
1562,1
1562,2
1563,1
1563,2
1564,1
1564,2
1565,1
1565,2
1566,1
1567,1
1567,2
1568,1
1568,2
1569,1
1569,2
1570,1
1570,2
1571,1
1572,1
1572,2
1573,1
1573,2
1574,1
1574,2
1575,1
1575,2
1576,1
1576,2
1577,1
1577,2
1578,1
1578,2
1579,1
1579,2
1580,1
1580,2
1581,1
1581,2
1582,1
1582,2
1583,1
1583,2
1584,1
1584,2
1585,1
1585,2
1586,1
1586,2
1587,1
1587,2
1588,1
1588,2
1589,1
1589,2
1590,1
1590,2
1591,1
1591,2
1592,1
1592,2
1593,1
1593,2
1594,1
1594,2
1595,1
1595,2
1596,1
1596,2
1597,1
1597,2
1598,1
1598,2
1599,1
1599,2
1639,1
1630,1
1631,1
1632,1
1633,1
1634,1
1635,1
1636,1
1637,1
1638,1
1640,1
1641,1
1642,1
1643,1
1644,1
1645,1
1646,1
1646,2
1647,1
1647,2
1648,1
1649,1
1650,1
1651,1
1652,1
1653,1
1654,1
1655,1
1656,1
1657,1
1658,1
1659,1
1660,1
1661,1
1662,1
1663,1
1664,1
1665,1
1666,1
1667,1
1668,1
1669,1
1670,1
1671,1
1672,1
1673,1
1674,1
1675,1
1676,1
1677,1
1678,1
1679,1
1680,1
1681,1
1682,1
1683,1
1684,1
1685,1
1686,1
1687,1
1688,1
1689,1
1690,1
1691,1
1692,1
1692,2
1693,1
1693,2
1694,1
1695,1
1696,1
1697,1
1698,1
1699,1
1700,1
1701,1
1702,1
1703,1
1704,1
1705,1
1706,1
1707,1
1708,1
1709,1
1710,1
1711,1
1712,1
1713,1
1714,1
1715,1
1715,2
1716,1
1716,2
1717,1
1718,1
1719,1
1720,1
1721,1
1722,1
1723,1
1724,1
1725,1
1726,1
1727,1
1728,1
1729,1
1730,1
1731,1
1732,1
1733,1
1734,1
1735,1
1736,1
1737,1
1738,1
1739,1
1740,1
1741,1
1742,1
1743,1
1744,1
1745,1
1746,1
1747,1
1748,1
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,1
1756,1
1757,1
1758,1
1759,1
1760,1
1761,1
1762,1
1763,1
1764,1
1765,1
1765,2
1766,1
1766,2
1766,3
1767,1
1767,2
1767,3
1768,1
1768,2
1768,3
1795,1
1799,1
1801,1
1807,1
1769,1
1770,1
1771,1
1772,1
1773,1
1774,1
1775,1
1776,1
1777,1
1778,1
1779,1
1780,1
1781,1
1782,1
1783,1
1784,1
1785,1
1786,1
1787,1
1788,1
1789,1
1790,1
1791,1
1792,1
1793,1
1794,1
1796,1
1797,1
1798,1
1800,1
1802,1
1803,1
1804,1
1805,1
1806,1
1808,1
1809,1
1810,1
1811,1
1812,1
1813,1
1814,1
1815,1
1816,1
1817,1
1818,1
1819,1
1820,1
1820,2
1821,1
1821,2
1821,3
1822,1
1822,2
1823,1
1823,2
1823,3
2005,1
2005,2
2006,1
2006,2
2007,1
2007,2
2007,3
2008,1
2008,2
2008,3
2009,1
2009,2
2009,3
2010,1
2010,2
2011,1
2011,2
2012,1
2012,2
2012,3
2013,1
2013,2
2014,1
2014,2
2014,3
2015,1
2015,2
2016,1
2016,2
2016,3
2017,1
2017,2
2017,3
2018,1
2018,2
2018,3
2019,1
2019,2
2020,1
2020,2
2020,3
2021,1
2021,2
2022,1
2022,2
2023,1
2023,2
2024,1
2024,2
2025,1
2025,2
2026,1
2026,2
2027,1
2027,2
2028,1
2028,2
2029,1
2029,2
2030,1
2030,2
2030,3
2031,1
2031,2
2032,1
2032,2
2032,3
2033,1
2033,2
2033,3
2034,1
2034,2
2035,1
2035,2
2035,3
2036,1
2036,2
2037,1
2037,2
2037,3
2038,1
2038,2
2039,1
2039,2
2040,1
2040,2
2040,3
2041,1
2041,2
2042,1
2042,2
2043,1
2043,2
2044,1
2044,2
2045,1
2045,2
2045,3
2046,1
2046,2
2047,1
2047,2
2048,1
2048,2
2049,1
2049,2
2049,3
2050,1
2050,2
2051,1
2051,2
2052,1
2052,2
2052,3
2053,1
2053,2
2053,3
2054,1
2054,2
2055,1
2055,2
2056,1
2056,2
2057,1
2057,2
2058,1
2058,2
2059,1
2059,2
2059,3
2060,1
2060,2
2061,1
2061,2
2062,1
2062,2
2063,1
2063,2
2063,3
2064,1
2064,2
2064,3
2065,1
2065,2
2066,1
2066,2
2067,1
2067,2
2068,1
2068,2
2069,1
2069,2
2070,1
2070,2
2071,1
2071,2
2071,3
2072,1
2072,2
2072,3
2073,1
2073,2
2074,1
2074,2
2075,1
2075,2
2075,3
2076,1
2076,2
2076,3
2077,1
2077,2
2077,3
2078,1
2078,2
2078,3
2079,1
2079,2
2079,3
2080,1
2080,2
2081,1
2081,2
2082,1
2082,2
2082,3
2083,1
2083,2
2084,1
2084,2
2085,1
2085,2
2086,1
2086,2
2087,1
2087,2
2087,3
2088,1
2088,2
2089,1
2089,2
2090,1
2090,2
2091,1
2091,2
2091,3
2092,1
2092,2
2092,3
2093,1
2093,2
2093,3
2094,1
2094,2
2095,1
2095,2
2096,1
2096,2
2096,3
2097,1
2097,2
2097,3
2098,1
2098,2
2099,1
2099,2
2100,1
2100,2
2101,1
2101,2
2102,1
2102,2
2102,3
2103,1
2103,2
2104,1
2104,2
2104,3
2105,1
2105,2
2105,3
2106,1
2106,2
2107,1
2107,2
2108,1
2108,2
2109,1
2109,2
2110,1
2110,2
2111,1
2111,2
2111,3
2112,1
2112,2
2112,3
2113,1
2113,2
2113,3
2114,1
2114,2
2115,1
2115,2
2116,1
2116,2
2117,1
2117,2
2118,1
2118,2
2118,3
2119,1
2119,2
2120,1
2120,2
2121,1
2121,2
2121,3
2122,1
2122,2
2123,1
2123,2
2124,1
2124,2
2124,3
2125,1
2125,2
2125,3
2126,1
2126,2
2127,1
2127,2
2128,1
2128,2
2129,1
2129,2
2130,1
2130,2
2130,3
2131,1
2131,2
2132,1
2132,2
2133,1
2133,2
2134,1
2134,2
2135,1
2135,2
2136,1
2136,2
2137,1
2137,2
2138,1
2138,2
2138,3
2139,1
2139,2
2139,3
2140,1
2140,2
2140,3
2141,1
2141,2
2141,3
2142,1
2142,2
2142,3
2143,1
2143,2
2143,3
2144,1
2144,2
2145,1
2145,2
2145,3
2146,1
2146,2
2147,1
2147,2
2147,3
2148,1
2148,2
2149,1
2149,2
2149,3
2150,1
2150,2
2150,3
2151,1
2151,2
2151,3
2152,1
2152,2
2152,3
2153,1
2153,2
2154,1
2154,2
2155,1
2155,2
2155,3
2156,1
2156,2
2157,1
2157,2
2158,1
2158,2
2158,3
2159,1
2159,2
2159,3
2160,1
2160,2
2160,3
2161,1
2161,2
2161,3
2162,1
2162,2
2163,1
2163,2
2163,3
2164,1
2164,2
2165,1
2165,2
2166,1
2166,2
2167,1
2167,2
2167,3
2168,1
2168,2
2169,1
2169,2
2169,3
2170,1
2170,2
2170,3
2171,1
2171,2
2172,1
2172,2
2172,3
2173,1
2173,2
2174,1
2174,2
2174,3
2175,1
2175,2
2176,1
2176,2
2176,3
2177,1
2177,2
2177,3
2178,1
2178,2
2179,1
2179,2
2180,1
2180,2
2181,1
2181,2
2182,1
2182,2
2183,1
2183,2
2184,1
2184,2
2185,1
2185,2
2186,1
2186,2
2187,1
2187,2
2187,3
2188,1
2188,2
2189,1
2189,2
2190,1
2190,2
2191,1
2191,2
2192,1
2192,2
2193,1
2193,2
2194,1
2194,2
2195,1
2195,2
2196,1
2196,2
2197,1
2197,2
2197,3
2198,1
2198,2
2198,3
2199,1
2199,2
2200,1
2200,2
2201,1
2201,2
2202,1
2202,2
2203,1
2203,2
2203,3
2204,1
2204,2
2204,3
2205,1
2205,2
2205,3
2206,1
2206,2
2207,1
2207,2
2208,1
2208,2
2208,3
2209,1
2209,2
2210,1
2210,2
2211,1
2211,2
2212,1
2212,2
2212,3
2213,1
2213,2
2213,3
2214,1
2214,2
2215,1
2215,2
2216,1
2216,2
2216,3
2217,1
2217,2
2218,1
2218,2
2219,1
2219,2
2220,1
2220,2
2221,1
2221,2
2221,3
2222,1
2222,2
2223,1
2223,2
2224,1
2224,2
2224,3
2225,1
2225,2
2226,1
2226,2
2227,1
2227,2
2228,1
2228,2
2228,3
2229,1
2229,2
2230,1
2230,2
2231,1
2231,2
2232,1
2232,2
2233,1
2233,2
2233,3
2234,1
2234,2
2234,3
2235,1
2235,2
2236,1
2236,2
2237,1
2237,2
2238,1
2238,2
2239,1
2239,2
2239,3
2240,1
2240,2
2241,1
2241,2
2241,3
2242,1
2242,2
2243,1
2243,2
2243,3
2244,1
2244,2
2244,3
2245,1
2245,2
2245,3
2246,1
2246,2
2246,3
2247,1
2247,2
2248,1
2248,2
2249,1
2249,2
2250,1
2250,2
2251,1
2251,2
2252,1
2252,2
2252,3
2253,1
2253,2
2254,1
2254,2
2254,3
2255,1
2255,2
2255,3
2256,1
2256,2
2256,3
2257,1
2257,2
2257,3
2258,1
2258,2
2259,1
2259,2
2260,1
2260,2
2261,1
2261,2
2262,1
2262,2
2263,1
2263,2
2264,1
2264,2
2265,1
2265,2
2266,1
2266,2
2266,3
2267,1
2267,2
2268,1
2268,2
2269,1
2269,2
2270,1
2270,2
2271,1
2271,2
2271,3
2272,1
2272,2
2273,1
2273,2
2274,1
2274,2
2275,1
2275,2
2276,1
2276,2
2276,3
2277,1
2277,2
2278,1
2278,2
2278,3
2279,1
2279,2
2279,3
2280,1
2280,2
2281,1
2281,2
2282,1
2282,2
2283,1
2283,2
2284,1
2284,2
2284,3
2285,1
2285,2
2286,1
2286,2
2286,3
2287,1
2287,2
2288,1
2288,2
2288,3
2289,1
2289,2
2289,3
2290,1
2290,2
2291,1
2291,2
2291,3
2292,1
2292,2
2293,1
2293,2
2293,3
2294,1
2294,2
2294,3
2295,1
2295,2
2295,3
2296,1
2296,2
2297,1
2297,2
2298,1
2298,2
2298,3
2299,1
2299,2
2299,3
2300,1
2300,2
2300,3
2301,1
2301,2
2302,1
2302,2
2303,1
2303,2
2304,1
2304,2
2304,3
2305,1
2305,2
2306,1
2306,2
2307,1
2307,2
2308,1
2308,2
2309,1
2309,2
2309,3
2310,1
2310,2
2311,1
2311,2
2312,1
2312,2
2313,1
2313,2
2314,1
2314,2
2315,1
2315,2
2315,3
2316,1
2316,2
2317,1
2317,2
2318,1
2318,2
2319,1
2319,2
2320,1
2320,2
2321,1
2321,2
2322,1
2322,2
2322,3
2323,1
2323,2
2323,3
2324,1
2324,2
2325,1
2325,2
2326,1
2326,2
2326,3
2327,1
2327,2
2328,1
2328,2
2328,3
2329,1
2329,2
2330,1
2330,2
2330,3
2331,1
2331,2
2332,1
2332,2
2332,3
2333,1
2333,2
2334,1
2334,2
2335,1
2335,2
2335,3
2336,1
2336,2
2337,1
2337,2
2337,3
2338,1
2338,2
2339,1
2339,2
2339,3
2340,1
2340,2
2341,1
2341,2
2342,1
2342,2
2343,1
2343,2
2344,1
2344,2
2344,3
2345,1
2345,2
2345,3
2346,1
2346,2
2347,1
2347,2
2348,1
2348,2
2349,1
2349,2
2350,1
2350,2
2351,1
2351,2
2351,3
2352,1
2352,2
2352,3
2353,1
2353,2
2353,3
2354,1
2354,2
2354,3
2355,1
2355,2
2356,1
2356,2
2356,3
2357,1
2357,2
2358,1
2358,2
2358,3
2359,1
2359,2
2360,1
2360,2
2360,3
2361,1
2361,2
2361,3
2362,1
2362,2
2362,3
2363,1
2363,2
2363,3
2364,1
2364,2
2365,1
2365,2
2365,3
2366,1
2366,2
2366,3
2367,1
2367,2
2368,1
2368,2
2369,1
2369,2
2369,3
2370,1
2370,2
2370,3
2371,1
2371,2
2372,1
2372,2
2373,1
2373,2
2373,3
2374,1
2374,2
2374,3
2375,1
2375,2
2375,3
2376,1
2376,2
2376,3
2377,1
2377,2
2378,1
2378,2
2379,1
2379,2
2380,1
2380,2
2380,3
2381,1
2381,2
2381,3
2382,1
2382,2
2383,1
2383,2
2384,1
2384,2
2384,3
2385,1
2385,2
2386,1
2386,2
